,date,confirmed,death,recovered,active
44,2020-03-06,102022,3461,54309.0,44252.0
45,2020-03-07,106126,3566,56799.0,45761.0
46,2020-03-08,110063,3806,59133.0,47124.0
47,2020-03-09,114246,3996,60933.0,49317.0
48,2020-03-10,119075,4272,62840.0,51963.0
49,2020-03-11,126768,4617,65435.0,56716.0
50,2020-03-12,132643,4926,66763.0,60954.0
51,2020-03-13,146958,5418,68688.0,72852.0
52,2020-03-14,158014,5840,71054.0,81120.0
53,2020-03-15,169302,6491,74463.0,88348.0
54,2020-03-16,184112,7178,76517.0,100417.0
55,2020-03-17,200124,7995,79261.0,112868.0
56,2020-03-18,219703,8915,81748.0,129040.0
57,2020-03-19,246823,10031,83389.0,153403.0
58,2020-03-20,277745,11527,85834.0,180384.0
59,2020-03-21,309859,13249,90080.0,206530.0
60,2020-03-22,345007,14934,96297.0,233776.0
61,2020-03-23,387680,16893,96785.0,274002.0
62,2020-03-24,428774,19208,106304.0,303262.0
63,2020-03-25,479865,22037,112010.0,345818.0
64,2020-03-26,542710,25076,120381.0,397253.0
65,2020-03-27,607666,28562,129094.0,450010.0
66,2020-03-28,677314,32399,137394.0,507521.0
67,2020-03-29,734223,35877,146850.0,551496.0
68,2020-03-30,799419,39958,162186.0,597275.0
69,2020-03-31,876307,44702,174650.0,656955.0
70,2020-04-01,958542,50724,190190.0,717628.0
71,2020-04-02,1041402,56617,206922.0,777863.0
72,2020-04-03,1125473,62802,221904.0,840767.0
73,2020-04-04,1184079,68782,241911.0,873386.0
74,2020-04-05,1254492,74030,255312.0,925150.0
75,2020-04-06,1328479,79951,271776.0,976752.0
76,2020-04-07,1397671,88284,294500.0,1014887.0
77,2020-04-08,1481003,95145,323018.0,1062840.0
78,2020-04-09,1567517,103001,347263.0,1117253.0
79,2020-04-10,1652871,110420,368306.0,1174145.0
80,2020-04-11,1726896,116711,393821.0,1216364.0
81,2020-04-12,1846009,122647,412669.0,1310693.0
82,2020-04-13,1917111,128675,439291.0,1349145.0
83,2020-04-14,2000946,135784,463911.0,1401251.0
84,2020-04-15,2078937,144328,499694.0,1434915.0
85,2020-04-16,2173150,151691,529844.0,1491615.0
86,2020-04-17,2260925,160218,555180.0,1545527.0
87,2020-04-18,2337596,166420,578625.0,1592551.0
88,2020-04-19,2414119,171780,609521.0,1632818.0
89,2020-04-20,2490004,177826,631002.0,1681176.0
90,2020-04-21,2565609,185170,665158.0,1715281.0
91,2020-04-22,2646918,192161,693977.0,1760780.0
92,2020-04-23,2730276,199151,722399.0,1808726.0
93,2020-04-24,2814157,206054,772035.0,1836068.0
94,2020-04-25,2897241,211927,798921.0,1886393.0
95,2020-04-26,2968133,216162,826860.0,1925111.0
96,2020-04-27,3039194,221087,853354.0,1964753.0
97,2020-04-28,3114821,227926,885597.0,2001298.0
98,2020-04-29,3192032,234831,926578.0,2030623.0
99,2020-04-30,3275290,240914,990587.0,2043789.0
100,2020-05-01,3364110,246360,1027398.0,2090352.0
101,2020-05-02,3443239,252234,1066993.0,2124012.0
102,2020-05-03,3517693,256081,1098418.0,2163194.0
103,2020-05-04,3594884,260591,1131389.0,2202904.0
104,2020-05-05,3674655,266722,1166886.0,2241047.0
105,2020-05-06,3765208,273618,1211825.0,2279765.0
106,2020-05-07,3853857,279315,1250270.0,2324272.0
107,2020-05-08,3944595,285250,1285699.0,2373646.0
108,2020-05-09,4028817,289830,1338109.0,2400878.0
109,2020-05-10,4104020,293881,1371071.0,2439068.0
110,2020-05-11,4180363,297791,1417058.0,2465514.0
111,2020-05-12,4265285,303660,1453052.0,2508573.0
112,2020-05-13,4349612,309147,1507802.0,2532663.0
113,2020-05-14,4444876,314730,1546585.0,2583561.0
114,2020-05-15,4541039,320363,1593867.0,2626809.0
115,2020-05-16,4635209,324906,1649353.0,2660950.0
116,2020-05-17,4713187,328481,1689628.0,2695078.0
117,2020-05-18,4802344,332631,1741856.0,2727857.0
118,2020-05-19,4898920,337760,1793090.0,2768070.0
119,2020-05-20,5003876,343145,1851332.0,2809399.0
120,2020-05-21,5109767,348115,1901614.0,2860038.0
121,2020-05-22,5217336,353808,2009283.0,2854245.0
122,2020-05-23,5321389,358185,2063407.0,2899797.0
123,2020-05-24,5414585,361674,2118247.0,2934664.0
124,2020-05-25,5502561,363207,2181303.0,2958051.0
125,2020-05-26,5595456,367856,2235754.0,2991846.0
126,2020-05-27,5698041,373251,2298183.0,3026607.0
127,2020-05-28,5817867,378302,2364322.0,3075243.0
128,2020-05-29,5939411,383481,2440641.0,3115289.0
129,2020-05-30,6074345,387764,2510473.0,3176108.0
130,2020-05-31,6176660,390913,2586157.0,3199590.0
131,2020-06-01,6276150,394549,2640198.0,3241403.0
132,2020-06-02,6400573,399846,2743671.0,3257056.0
133,2020-06-03,6511720,405536,2821967.0,3284217.0
134,2020-06-04,6649957,411008,2891354.0,3347595.0
135,2020-06-05,6783574,416137,2959624.0,3407813.0
136,2020-06-06,6913406,420246,3030803.0,3462357.0
137,2020-06-07,7024554,423379,3085323.0,3515852.0
138,2020-06-08,7127806,427732,3236258.0,3463816.0
139,2020-06-09,7254093,432852,3317749.0,3503492.0
140,2020-06-10,7390859,438292,3395814.0,3556753.0
141,2020-06-11,7526068,443376,3480771.0,3601921.0
142,2020-06-12,7654022,448118,3559587.0,3646317.0
143,2020-06-13,7787673,452525,3644653.0,3690495.0
144,2020-06-14,7919766,456196,3714652.0,3748918.0
145,2020-06-15,8044513,460190,3794119.0,3790204.0
146,2020-06-16,8189061,467331,3891546.0,3830184.0
147,2020-06-17,8332166,472821,4008996.0,3850349.0
148,2020-06-18,8475051,478140,4089642.0,3907269.0
149,2020-06-19,8656370,484487,4184094.0,3987789.0
150,2020-06-20,8842039,488961,4299435.0,4053643.0
151,2020-06-21,8935059,493554,4367694.0,4073811.0
152,2020-06-22,9076878,497349,4458854.0,4120675.0
153,2020-06-23,9245082,502939,4562459.0,4179684.0
154,2020-06-24,9416368,508415,4677798.0,4230155.0
155,2020-06-25,9595541,513505,4770342.0,4311694.0
156,2020-06-26,9788641,518583,4875999.0,4394059.0
157,2020-06-27,9965144,523280,4982015.0,4459849.0
158,2020-06-28,10132881,526853,5070969.0,4535059.0
159,2020-06-29,10285957,530879,5164529.0,4590549.0
160,2020-06-30,10469229,536122,5281441.0,4651666.0
161,2020-07-01,10684575,541494,5397057.0,4746024.0
162,2020-07-02,10888824,546971,5681512.0,4660341.0
163,2020-07-03,11091784,552207,5791028.0,4748549.0
164,2020-07-04,11281423,556975,5986505.0,4737943.0
165,2020-07-05,11467404,560776,6105600.0,4801028.0
166,2020-07-06,11635360,564990,6228909.0,4841461.0
167,2020-07-07,11844210,571369,6373662.0,4899179.0
168,2020-07-08,12059978,577007,6531272.0,4951699.0
169,2020-07-09,12283803,582809,6665597.0,5035397.0
170,2020-07-10,12516757,588556,6804668.0,5123533.0
171,2020-07-11,12729878,593665,6930037.0,5206176.0
172,2020-07-12,12921400,597952,7041688.0,5281760.0
173,2020-07-13,13117276,602335,7181569.0,5333372.0
174,2020-07-14,13337771,608321,7323482.0,5405968.0
175,2020-07-15,13567364,614228,7482930.0,5470206.0
176,2020-07-16,13811820,620391,7635049.0,5556380.0
177,2020-07-17,14049424,627392,7794596.0,5627436.0
178,2020-07-18,14284875,633893,7945216.0,5705766.0
179,2020-07-19,14496925,638786,8033082.0,5825057.0
180,2020-07-20,14705706,642708,8191756.0,5871242.0
181,2020-07-21,14947844,649066,8366171.0,5932607.0
182,2020-07-22,15223699,656436,8545628.0,6021635.0
183,2020-07-23,15503495,663078,8721408.0,6119009.0
184,2020-07-24,15787454,669536,8949127.0,6168791.0
185,2020-07-25,16035814,675609,9168660.0,6191545.0
186,2020-07-26,16248870,679965,9311697.0,6257208.0
187,2020-07-27,16483553,685242,9482589.0,6315722.0
188,2020-07-28,16748008,692193,9652792.0,6403023.0
189,2020-07-29,17018986,698843,9855049.0,6465094.0
190,2020-07-30,17299223,705596,10068194.0,6525433.0
191,2020-07-31,17588283,712181,10267227.0,6608875.0
192,2020-08-01,17834464,718187,10447968.0,6668309.0
193,2020-08-02,18065569,722845,10586535.0,6756189.0
194,2020-08-03,18270881,727637,10808863.0,6734381.0
195,2020-08-04,18536472,734813,11031642.0,6770017.0
196,2020-08-05,18812307,742198,11252992.0,6817117.0
197,2020-08-06,19098592,749019,11441466.0,6908107.0
198,2020-08-07,19381820,755761,11633030.0,6993029.0
199,2020-08-08,19646439,761772,11833122.0,7051545.0
200,2020-08-09,19879861,766944,12011712.0,7101205.0
201,2020-08-10,20114512,772307,12173255.0,7168950.0
202,2020-08-11,20378731,778922,12477837.0,7121972.0
203,2020-08-12,20654520,785886,12718077.0,7150557.0
204,2020-08-13,20944346,792678,12881488.0,7270180.0
205,2020-08-14,21252167,799258,13164265.0,7288644.0
206,2020-08-15,21500086,805276,13332527.0,7362283.0
207,2020-08-16,21710612,810061,13565176.0,7335375.0
208,2020-08-17,21924539,814676,13775916.0,7333947.0
209,2020-08-18,22183393,821731,14002803.0,7358859.0
210,2020-08-19,22461375,828737,14220266.0,7412372.0
211,2020-08-20,22731745,835185,14427700.0,7468860.0
212,2020-08-21,22994806,840928,14595583.0,7558295.0
213,2020-08-22,23256475,846740,14805177.0,7604558.0
214,2020-08-23,23459911,851049,15021449.0,7587413.0
215,2020-08-24,23688821,855885,15220085.0,7612851.0
216,2020-08-25,23933449,862460,15451112.0,7619877.0
217,2020-08-26,24215369,869024,15676300.0,7670045.0
218,2020-08-27,24502266,875248,15883087.0,7743931.0
219,2020-08-28,24786705,881079,16081684.0,7823942.0
220,2020-08-29,25046964,886900,16292794.0,7867270.0
221,2020-08-30,25265575,891164,16502831.0,7871580.0
222,2020-08-31,25531167,895590,16702973.0,7932604.0
223,2020-09-01,25797504,902188,16960506.0,7934810.0
224,2020-09-02,26079690,908477,17179293.0,7991920.0
225,2020-09-03,26365169,914580,17400031.0,8050558.0
226,2020-09-04,26666476,920448,17612889.0,8133139.0
227,2020-09-05,26938982,925567,17813579.0,8199836.0
228,2020-09-06,27168649,929692,18025095.0,8213862.0
229,2020-09-07,27387067,939300,18222352.0,8225415.0
230,2020-09-08,27632801,944437,18423081.0,8265283.0
231,2020-09-09,27918042,950695,18662911.0,8304436.0
232,2020-09-10,28221379,956712,18878402.0,8386265.0
233,2020-09-11,28537934,962713,19101326.0,8473895.0
234,2020-09-12,28826130,967767,19323832.0,8534531.0
235,2020-09-13,29073853,971720,19511287.0,8590846.0
236,2020-09-14,29342000,976312,19738851.0,8626837.0
237,2020-09-15,29621911,982891,19964311.0,8674709.0
238,2020-09-16,29926986,988767,20193049.0,8745170.0
239,2020-09-17,30241223,994416,20412548.0,8834259.0
240,2020-09-18,30569048,1000272,20662903.0,8905873.0
241,2020-09-19,30860513,1005586,20899426.0,8955501.0
242,2020-09-20,31115784,1009554,21135879.0,8970351.0
243,2020-09-21,31376253,1013963,21380130.0,8982160.0
244,2020-09-22,31659703,1020132,21597971.0,9041600.0
245,2020-09-23,31971465,1026681,21860123.0,9084661.0
246,2020-09-24,32291789,1032362,22114844.0,9144583.0
247,2020-09-25,32622268,1038375,22352813.0,9231080.0
248,2020-09-26,32905826,1043808,22614272.0,9247746.0
249,2020-09-27,33153498,1047655,22827147.0,9278696.0
250,2020-09-28,33416959,1051733,23048301.0,9316925.0
251,2020-09-29,33698680,1057832,23287987.0,9352861.0
252,2020-09-30,34023668,1064289,23534747.0,9424632.0
253,2020-10-01,34342238,1073189,23754567.0,9514482.0
254,2020-10-02,34671382,1078864,23925548.0,9666970.0
255,2020-10-03,34967925,1083630,24180101.0,9704194.0
256,2020-10-04,35226482,1087623,24400341.0,9738518.0
257,2020-10-05,35539149,1094689,24635392.0,9809068.0
258,2020-10-06,35853934,1100548,24865973.0,9887413.0
259,2020-10-07,36203083,1106444,25119310.0,9977329.0
260,2020-10-08,36562768,1112808,25336825.0,10113135.0
261,2020-10-09,36922538,1118992,25540978.0,10262568.0
262,2020-10-10,37276499,1123888,25734504.0,10418107.0
263,2020-10-11,37563752,1128009,25954940.0,10480803.0
264,2020-10-12,37858314,1132077,26153773.0,10572464.0
265,2020-10-13,38177285,1137495,26342571.0,10697219.0
266,2020-10-14,38558166,1143675,26552835.0,10861656.0
267,2020-10-15,38966580,1149864,26757857.0,11058859.0
268,2020-10-16,39375986,1156075,26958633.0,11261278.0
269,2020-10-17,39745323,1161776,27156737.0,11426810.0
270,2020-10-18,40074821,1165635,27354666.0,11554520.0
271,2020-10-19,40453125,1170371,27554182.0,11728572.0
272,2020-10-20,40842716,1177010,27763319.0,11902387.0
273,2020-10-21,41285849,1183869,27977458.0,12124522.0
274,2020-10-22,41760398,1189792,28202269.0,12368337.0
275,2020-10-23,42258066,1196854,28401631.0,12659581.0
276,2020-10-24,42708296,1202718,28611824.0,12893754.0
277,2020-10-25,43066626,1206977,28806822.0,13052827.0
278,2020-10-26,43553629,1212601,29043015.0,13298013.0
279,2020-10-27,44024123,1220062,29630408.0,13173653.0
280,2020-10-28,44542567,1227267,29893454.0,13421846.0
281,2020-10-29,45094066,1234469,30137569.0,13722028.0
282,2020-10-30,45667944,1242158,30390038.0,14035748.0
283,2020-10-31,46138526,1248756,30632311.0,14257459.0
284,2020-11-01,46573376,1253890,30888395.0,14431091.0
285,2020-11-02,47133857,1260057,31166131.0,14707669.0
286,2020-11-03,47688229,1269539,31413846.0,15004844.0
287,2020-11-04,48195322,1279697,31690710.0,15224915.0
288,2020-11-05,48815725,1288407,31992505.0,15534813.0
289,2020-11-06,49435896,1297502,32276697.0,15861697.0
290,2020-11-07,50029598,1305187,32573461.0,16150950.0
291,2020-11-08,50516658,1311288,32824681.0,16380689.0
292,2020-11-09,51020552,1318465,33078153.0,16623934.0
293,2020-11-10,51598218,1328524,33332221.0,16937473.0
294,2020-11-11,52224653,1339043,33710269.0,17175341.0
295,2020-11-12,52868742,1348835,33932676.0,17587231.0
296,2020-11-13,53528439,1358597,34230677.0,17939165.0
297,2020-11-14,54109153,1367657,34505706.0,18235790.0
298,2020-11-15,54585244,1374263,34732853.0,18478128.0
299,2020-11-16,55115462,1382198,35119178.0,18614086.0
300,2020-11-17,55725811,1393279,35548503.0,18784029.0
301,2020-11-18,56352865,1404721,35907223.0,19040921.0
302,2020-11-19,57007334,1415885,36277150.0,19314299.0
303,2020-11-20,57679987,1427645,36627864.0,19624478.0
304,2020-11-21,58267659,1436674,36963165.0,19867820.0
305,2020-11-22,58754502,1444107,37233264.0,20077131.0
306,2020-11-23,59290395,1452630,37639162.0,20198603.0
307,2020-11-24,59882085,1465351,38007228.0,20409506.0
